level_index	freq_index	freq_hz	level_dbfs	thd_pct	margin_db	masked	clear	corroborated
3	1	26.20453862324424	-32.57142857142857	0.03612418628371376	-22.52196134912242	0	0	0
3	2	34.33389222285494	-32.57142857142857	0.018154950651331953	0.030749036702772514	0	0	0
3	3	44.985190242005366	-32.57142857142857	0.018440535324200275	18.183209980466998	0	1	1
3	4	58.940807758530966	-32.57142857142857	0.018677566891095777	21.46596289596924	0	1	1
3	5	77.22583366968192	-32.57142857142857	0.018302548566574244	19.647077003574083	0	1	1
3	6	101.18336705547074	-32.57142857142857	0.01787777829528795	17.075881994512315	0	1	1
3	7	132.5731725017491	-32.57142857142857	0.019249781591897375	16.862605307067227	0	1	1
3	8	173.7009409614052	-32.57142857142857	0.018756699852233404	16.91123012487219	0	1	1
3	9	227.5876508158505	-32.57142857142857	0.018821171021668817	16.069590870993295	0	1	1
3	10	298.1914692988688	-32.57142857142857	0.01943159504813006	13.489630772040854	0	1	1
3	11	390.6984937182078	-32.57142857142857	0.018979204004421133	13.009866278959777	0	1	1
3	12	511.903688434106	-32.57142857142857	0.01845445017906933	11.068919931943284	0	1	1
3	13	670.7099987476357	-32.57142857142857	0.018175727989366775	9.106268184409686	0	1	1
3	14	878.7823033589261	-32.57142857142857	0.02248437120185062	12.124770276070194	0	1	1
3	15	1151.4042404896254	-32.57142857142857	0.019791751845518592	8.284288006852108	0	1	1
3	16	1508.6008445438788	-32.57142857142857	0.021859220457154004	6.646058229172851	0	1	1
3	17	1976.609454895447	-32.57142857142857	0.02431893120476722	7.874187773568039	0	1	1
3	18	2589.806940193875	-32.57142857142857	0.018052429069285992	5.783052457782006	0	0	0
3	19	3393.234799552818	-32.57142857142857	0.018629587383410293	6.898980821571186	0	1	1
3	20	4445.907618130911	-32.57142857142857	0.02311877337777037	7.204206884303304	0	1	1
3	21	5825.14789473436	-32.57142857142857	0.019028786512531617	8.93615107958577	0	1	1
3	22	7632.2656496838235	-32.57142857142857	0.0025468608124759417	-6.857302128457931	0	0	0
3	23	10000.0	-32.57142857142857	0.012383727984744103	-8.673386162863906	1	0	0
4	0	20.0	-27.428571428571427	4.10561587934118	-6.097788687100152	1	0	0
4	1	26.20453862324424	-27.428571428571427	0.06719431771805445	-17.131271841797854	0	0	0
4	2	34.33389222285494	-27.428571428571427	0.05984504229944408	10.39141114725443	0	1	1
4	3	44.985190242005366	-27.428571428571427	0.06049229025703824	28.50174004008916	0	1	1
4	4	58.940807758530966	-27.428571428571427	0.060505548140565586	32.23099036011871	0	1	1
4	5	77.22583366968192	-27.428571428571427	0.05992976825989233	30.505324256048908	0	1	1
4	6	101.18336705547074	-27.428571428571427	0.060485368080630014	28.218266159237686	0	1	1
