freq_hz	exact_dbc	moved_dbc
2.5177001953125	-137.36045214168428	-79.31357040289485
2.5634765625	-132.83116664655986	-79.32597921525092
2.6092529296875	-133.97471230978536	-79.32472557581009
2.655029296875	-140.40516341210807	-79.31612895166795
2.7008056640625	-146.31563456500126	-79.30696678556579
2.74658203125	-134.54332229009202	-79.31511401265857
2.7923583984375	-133.9708976853463	-79.31339312282856
2.838134765625	-130.71489835411887	-79.32800121673652
2.8839111328125	-140.861703375578	-79.30406651127161
2.9296875	-135.3309756032132	-79.31774037142777
2.9754638671875	-132.57299350327065	-79.29689185038364
3.021240234375	-134.6434385915598	-79.30141989274863
3.0670166015625	-134.03893514304775	-79.31819510406442
3.11279296875	-137.12716287390245	-79.31601041859395
3.1585693359375	-135.63812136067537	-79.29669741275667
3.204345703125	-135.2925798625777	-79.3012414177865
3.2501220703125	-139.53235626912019	-79.30047654362718
3.2958984375	-134.23353034052462	-79.32158883494219
3.3416748046875	-133.41723614870233	-79.29600665338123
3.387451171875	-140.33554998436543	-79.30135132616415
3.4332275390625	-144.936707400911	-79.30278882337898
3.47900390625	-142.29714327893225	-79.31155157264337
3.5247802734375	-139.483147376418	-79.31487267398472
3.570556640625	-133.21078524626137	-79.31949736187369
3.6163330078125	-129.43818380750795	-79.28597784070067
3.662109375	-143.00480962081946	-79.3083257955738
3.7078857421875	-142.96737417728227	-79.31059850141578
3.753662109375	-137.10304529694835	-79.31397709504762
3.7994384765625	-134.66854038132206	-79.30974214190496
3.84521484375	-139.20433603271803	-79.29799588601945
3.8909912109375	-130.06092103595932	-79.32241276809695
3.936767578125	-131.01782262837366	-79.28291289884649
3.9825439453125	-140.4155440268264	-79.30162034319403
4.0283203125	-140.81273916849628	-79.30495590062
4.0740966796875	-133.16755895248522	-79.3009824361402
4.119873046875	-135.2769107956823	-79.30532168632891
4.1656494140625	-147.02074126531858	-79.30814914859322
4.21142578125	-146.62099421106086	-79.30774688900252
4.2572021484375	-131.91372886734567	-79.30994954215576
4.302978515625	-133.37370544414244	-79.29897295521019
4.3487548828125	-140.52909472041284	-79.31087939007305
4.39453125	-140.89450953911242	-79.29770557904126
4.4403076171875	-144.54034793048584	-79.30395932080269
4.486083984375	-141.5927450923955	-79.31028443448851
4.5318603515625	-135.54183271971505	-79.29129485156633
4.57763671875	-136.3313584302499	-79.3123678007803
4.6234130859375	-135.12740996482984	-79.31725714817857
4.669189453125	-131.09959277754965	-79.28506089178416
4.7149658203125	-134.83848052805718	-79.31281998937828
4.7607421875	-138.11561499095927	-79.2928713023044
4.8065185546875	-146.52045426898968	-79.30634274861796
4.852294921875	-134.88119111325346	-79.30867839743138
4.8980712890625	-138.71738496523935	-79.31145826486124
4.94384765625	-134.24725287158785	-79.28944769988586
4.9896240234375	-130.948806539326	-79.28635191692568
5.035400390625	-151.32437791161217	-79.29953265055335
5.0811767578125	-134.26628354975907	-79.28604666618024
5.126953125	-133.91955047575632	-79.28695212470126
5.1727294921875	-135.55084428157338	-79.29078296317203
5.218505859375	-129.883744736288	-79.32396363317048
5.2642822265625	-137.92335430277728	-79.3018272438516
5.31005859375	-145.72949110904855	-79.30176072072085
5.3558349609375	-139.9262107507379	-79.30680128785046
5.401611328125	-130.0966853561408	-79.30927026599791
5.4473876953125	-128.46566092080414	-79.32635691709685
5.4931640625	-148.7881392151241	-79.30259451180122
5.5389404296875	-166.1930613147884	-79.29944867661496
5.584716796875	-136.2924189706241	-79.2944676618741
5.6304931640625	-150.00218693786078	-79.29840592509399
5.67626953125	-138.4733606993377	-79.28956913712831
5.7220458984375	-129.96871956437099	-79.28556405635189
5.767822265625	-135.54314044976977	-79.3042274472403
5.8135986328125	-134.66111956701138	-79.28462633759735
5.859375	-133.72603686448994	-79.2847375919864
5.9051513671875	-139.66606232074716	-79.29163950765994
5.950927734375	-136.01221828925256	-79.29031627678128
5.9967041015625	-138.1693422977744	-79.28804571203456
6.04248046875	-140.41469866331153	-79.30126142420492
6.0882568359375	-140.18323811891403	-79.29528941304268
6.134033203125	-134.23718821860788	-79.30862001429674
6.1798095703125	-135.8720902448112	-79.30974731575415
6.2255859375	-135.73214443775387	-79.30426858232182
6.2713623046875	-135.72215814542466	-79.30894530793859
6.317138671875	-131.91957006991967	-79.31494518634793
6.3629150390625	-141.22547082180833	-79.30231329366488
6.40869140625	-152.24334621000835	-79.29670677061704
6.4544677734375	-130.24238157650865	-79.29923811887198
6.500244140625	-133.83246587887268	-79.29435565976276
6.5460205078125	-130.1637629446608	-79.31942685815903
6.591796875	-138.86205416819163	-79.2993219689006
6.6375732421875	-135.48969351420135	-79.28150728986654
6.683349609375	-140.1250187496903	-79.29858629685735
6.7291259765625	-137.69108004289996	-79.29960088701083
6.77490234375	-131.8175753653762	-79.27377287788556
6.8206787109375	-138.74762473220068	-79.29926765482685
6.866455078125	-137.83103770133008	-79.28589938407282
6.9122314453125	-135.82409477634175	-79.30576025355846
6.9580078125	-137.49332140908484	-79.30331087327426
7.0037841796875	-143.42634766743888	-79.29052057790517
7.049560546875	-131.8672644515292	-79.31169793196949
7.0953369140625	-140.4893916183498	-79.2916701990669
7.14111328125	-134.47428402321646	-79.30409203798823
7.1868896484375	-137.66047858666215	-79.30129418407022
7.232666015625	-131.31781515329658	-79.27635128407636
7.2784423828125	-134.85572244246907	-79.29048385161903
7.32421875	-140.90881089047167	-79.29608162624396
7.3699951171875	-138.0676571775446	-79.2948967479619
7.415771484375	-147.05832406644618	-79.29404130363447
7.4615478515625	-135.95563001326238	-79.29143469440278
7.50732421875	-150.2190144246547	-79.29215977671161
7.5531005859375	-136.33848218326722	-79.29854092426739
7.598876953125	-133.6456549232958	-79.28770635324341
