bin	sine	shifted_sine	clipper_input	clipper_shifted_output
229	-0.30134495112	-0.0631463316785	-0.30134495112	-0.125613700114
230	-0.291141054209	-0.0509162074149	-0.291141054209	-0.101473187657
231	-0.281518004253	-0.0388526570924	-0.281518004253	-0.077544113117
232	-0.271024430796	-0.0266267370117	-0.271024430796	-0.0531999969573
233	-0.261032006925	-0.0144809253114	-0.261032006925	-0.0289522416095
234	-0.250238362802	-0.00225296787735	-0.250238362802	-0.00450567821821
235	-0.239914565671	0.00992330950752	-0.239914565671	0.0198430109177
236	-0.228872756742	0.0220997012279	-0.228872756742	0.0441680798968
237	-0.21794357561	0.0342689578499	-0.21794357561	0.0684262501218
238	-0.207182108697	0.0464848402508	-0.207182108697	0.0926957252892
239	-0.195747407327	0.0585388067856	-0.195747407327	0.116533909318
240	-0.184739571035	0.0706981026015	-0.184739571035	0.140446043062
241	-0.173100623458	0.0826547093949	-0.173100623458	0.163794985007
242	-0.161832684778	0.0947614182604	-0.161832684778	0.187256418406
243	-0.150035793294	0.106566100658	-0.150035793294	0.209916244421
244	-0.138560478219	0.118570638778	-0.138560478219	0.232742822477
245	-0.126616277937	0.130220462145	-0.126616277937	0.254630228934
246	-0.114781234011	0.141912885511	-0.114781234011	0.276344145972
247	-0.103019804841	0.153774930881	-0.103019804841	0.298107591683
248	-0.0909122901472	0.165075438084	-0.0909122901472	0.318508767881
249	-0.0790187191673	0.176769899853	-0.0790187191673	0.339367634267
250	-0.0668297316284	0.187843641325	-0.0668297316284	0.358747037458
251	-0.0548282067792	0.199329955208	-0.0548282067792	0.378602833587
252	-0.0426126336759	0.210134537016	-0.0426126336759	0.396873998076
253	-0.0305092468253	0.221411582955	-0.0305092468253	0.415717572906
254	-0.0182727656893	0.231937500328	-0.0182727656893	0.432868448193
255	-0.00610907293531	0.242963334452	-0.00610907293531	0.450637537328
