order	f0_hz	mag_db	expected_db	valid
3	355.3748408809335	-19.292076064428056	-19.29207606486171	1
3	402.12858845488597	-19.29207606524687	-19.29207606486171	1
3	455.0333424050646	-19.292076066017945	-19.29207606486171	1
3	514.898340095394	-19.292076066277943	-19.29207606486171	1
3	582.6392835999818	-19.292076066535046	-19.29207606486171	1
3	659.2923463901776	-19.292076066471143	-19.29207606486171	1
3	746.0300227663528	-19.29207606648173	-19.29207606486171	1
3	844.1790624691791	-19.29207606634601	-19.29207606486171	1
3	955.2407648003342	-19.29207606593727	-19.29207606486171	1
3	1080.9139426739125	-19.292076066329166	-19.29207606486171	1
3	1223.1209078593693	-19.29207606629951	-19.29207606486171	1
3	1384.0368748893488	-19.292076066343707	-19.29207606486171	1
3	1566.1232333980508	-19.292076066367155	-19.29207606486171	1
3	1772.1651978277387	-19.292076066033776	-19.29207606486171	1
3	2005.314410397745	-19.292076066196795	-19.29207606486171	1
3	2269.137148996054	-19.292076066187658	-19.29207606486171	1
3	2567.668877386994	-19.29207606643317	-19.29207606486171	1
3	2905.4759721415326	-19.292076065842586	-19.29207606486171	1
3	3287.725570472562	-19.29207606583214	-19.29207606486171	1
3	3720.264607375867	-19.29207606645974	-19.29207606486171	1
3	4209.709251038291	-19.292076060214082	-19.29207606486171	1
3	4763.546104527652	-19.292076013290686	-19.29207606486171	1
3	5390.2467217572985	-19.292077454572745	-19.29207606486171	1
3	6099.397189375245	-19.29206142802151	-19.29207606486171	1
3	6901.844756677489	-19.29229393742673	-19.29207606486171	1
3	7809.863756414217	-19.292188734667192	-19.29207606486171	1
3	8837.343354433064	-19.291880256217226	-19.29207606486171	1
3	10000.0	-41.630257277915625	-19.29207606486171	1
5	30.000000000000004	-40.88276823738638	-40.88274057814733	1
5	33.94685347939	-40.882698918198	-40.88274057814733	1
5	38.41296203837241	-40.88274495879695	-40.88274057814733	1
5	43.46663980086661	-40.88273845859132	-40.88274057814733	1
5	49.18518841871466	-40.88274243413654	-40.88274057814733	1
5	55.65607948687654	-40.88273965176739	-40.88274057814733	1
5	62.97829251927601	-40.88274012786822	-40.88274057814733	1
5	71.26382895113416	-40.88274082830182	-40.88274057814733	1
5	80.63942532614878	-40.88274050857264	-40.88274057814733	1
5	91.24849187363274	-40.88274031451117	-40.88274057814733	1
5	103.25330612831728	-40.882740554710786	-40.88274057814733	1
5	116.83749514668631	-40.882740549081376	-40.88274057814733	1
5	132.2088442881166	-40.88274057723237	-40.88274057814733	1
5	149.60247552427265	-40.88274059023439	-40.88274057814733	1
