hardclip_k_dbfs	hardclip_sse	under_k_dbfs	under_sse
-61.2935267857	43.6192628227	-61.2935267857	0.0219743226072
-61.2401227679	43.5962276743	-61.2401227679	0.0222083731072
-61.18671875	43.5736348653	-61.18671875	0.0224672347455
-61.1333147321	43.5514778587	-61.1333147321	0.022749826353
-61.0799107143	43.52975005	-61.0799107143	0.0230551002112
-61.0265066964	43.5084447808	-61.0265066964	0.0233820415186
-60.9731026786	43.4875553527	-60.9731026786	0.0237296678228
-60.9196986607	43.4670750396	-60.9196986607	0.0240970284244
-60.8662946429	43.4469970991	-60.8662946429	0.0244832037559
-60.812890625	43.4273147837	-60.812890625	0.02488730474
-60.7594866071	43.4080213503	-60.7594866071	0.0253084721314
-60.7060825893	43.3891100695	-60.7060825893	0.025745875845
-60.6526785714	43.3705742345	-60.6526785714	0.0261987142737
-60.5992745536	43.3524071681	-60.5992745536	0.0266662135993
-60.5458705357	43.3346022306	-60.5458705357	0.0271476270979
-60.4924665179	43.3171528259	-60.4924665179	0.0276422344429
-60.4390625	43.3000524076	-60.4390625	0.0281493410087
-60.3856584821	43.2832944844	-60.3856584821	0.0286682771743
-60.3322544643	43.266872625	-60.3322544643	0.0291983976321
-60.2788504464	43.2507804629	-60.2788504464	0.0297390806998
-60.2254464286	43.2350116996	-60.2254464286	0.0302897276403
-60.1720424107	43.219560109	-60.1720424107	0.0308497619878
-60.1186383929	43.2044195401	-60.1186383929	0.0314186288832
-60.065234375	43.1895839198	-60.065234375	0.031995794419
-60.0118303571	43.1643249866	-60.0118303571	0.0323433896373
-59.9584263393	43.1375569797	-59.9584263393	0.0326688235875
-59.9050223214	43.1112003615	-59.9050223214	0.0330147754897
-59.8516183036	43.0852516566	-59.8516183036	0.0333804819549
-59.7982142857	43.0597072469	-59.7982142857	0.0337651973181
-59.7448102679	43.0345633827	-59.7448102679	0.0341681935901
-59.69140625	43.0098161943	-59.69140625	0.0345887603817
-59.6380022321	42.9854617019	-59.6380022321	0.0350262048028
-59.5845982143	42.9614958265	-59.5845982143	0.0354798513379
-59.5311941964	42.9379143991	-59.5311941964	0.0359490417004
-59.4777901786	42.9147131699	-59.4777901786	0.0364331346679
-59.4243861607	42.8918878174	-59.4243861607	0.0369315058991
-59.3709821429	42.8694339565	-59.3709821429	0.0374435477349
-59.317578125	42.8473471465	-59.317578125	0.0379686689856
-59.2641741071	42.8256228986	-59.2641741071	0.0385062947045
-59.2107700893	42.8042566834	-59.2107700893	0.0390558659503
-59.1573660714	42.7832439373	-59.1573660714	0.0396168395396
-59.1039620536	42.7625800688	-59.1039620536	0.0401886877897
-59.0505580357	42.7422604651	-59.0505580357	0.0407708982546
-58.9971540179	42.7222804974	-58.9971540179	0.041362973454
-58.94375	42.7026355265	-58.94375	0.0419644305964
-58.8903459821	42.6833209076	-58.8903459821	0.0425748012981
-58.8369419643	42.6643319954	-58.8369419643	0.043193631298
-58.7835379464	42.6456641485	-58.7835379464	0.0438204801701
-58.7301339286	42.6273127335	-58.7301339286	0.0444549210334
-58.6767299107	42.6092731292	-58.6767299107	0.0450965402606
-58.6233258929	42.5915407296	-58.6233258929	0.0457449371861
-58.569921875	42.5741109484	-58.569921875	0.0463997238137
-58.5165178571	42.5569792213	-58.5165178571	0.0470605245253
-58.4631138393	42.5401410094	-58.4631138393	0.0477269757898
-58.4097098214	42.5235918017	-58.4097098214	0.0483987258743
-58.3563058036	42.4977962151	-58.3563058036	0.0489098139502
-58.3029017857	42.4702373009	-58.3029017857	0.0493971918683
-58.2494977679	42.4430383357	-58.2494977679	0.0498980386663
-58.19609375	42.4161971946	-58.19609375	0.0504118817637
-58.1426897321	42.3897116406	-58.1426897321	0.0509382578969
-58.0892857143	42.363579332	-58.0892857143	0.0514767131196
-58.0358816964	42.3377978278	-58.0358816964	0.0520268027912
-57.9824776786	42.312364595	-57.9824776786	0.0525880915544
-57.9290736607	42.2872770137	-57.9290736607	0.0531601533021
-57.8756696429	42.2625323834	-57.8756696429	0.0537425711351
-57.822265625	42.2381279285	-57.822265625	0.0543349373101
-57.7688616071	42.2140608038	-57.7688616071	0.0549368531799
-57.7154575893	42.1903280994	-57.7154575893	0.0555479291252
-57.6620535714	42.1669268463	-57.6620535714	0.0561677844796
-57.6086495536	42.1438540207	-57.6086495536	0.0567960474474
-57.5552455357	42.121106549	-57.5552455357	0.057432355016
-57.5018415179	42.0986813121	-57.5018415179	0.0580763528614
-57.4484375	42.0765751499	-57.4484375	0.0587276952499
-57.3950334821	42.0547848655	-57.3950334821	0.0593860449338
-57.3416294643	42.0333072287	-57.3416294643	0.060051073044
-57.2882254464	42.0121389805	-57.2882254464	0.0607224589777
-57.2348214286	41.991276836	-57.2348214286	0.0613998902831
-57.1814174107	41.9707174886	-57.1814174107	0.0620830625413
-57.1280133929	41.9504576129	-57.1280133929	0.0627716792449
-57.074609375	41.930493868	-57.074609375	0.0634654516747
-57.0212053571	41.9108229004	-57.0212053571	0.064164098774
-56.9678013393	41.8914413473	-56.9678013393	0.0648673470216
-56.9143973214	41.8723458388	-56.9143973214	0.0655749303026
-56.8609933036	41.8535330012	-56.8609933036	0.0662865897789
-56.8075892857	41.8349994587	-56.8075892857	0.0670020737583
-56.7541852679	41.8167418366	-56.7541852679	0.0677211375628
-56.70078125	41.7901325432	-56.70078125	0.0683157667943
-56.6473772321	41.7615188044	-56.6473772321	0.068885002647
-56.5939732143	41.733226997	-56.5939732143	0.069463637313
