bin	input_E2	output_E2	input_A4	output_A4	input_C7	output_C7
95	0.3548515705520935	0.24970522325667238	0.35558134234027394	-0.29690818595545043	0.3528501195944625	0.11310862017027352
96	0.34551974984581696	0.23859715022793623	0.34720013335232913	-0.3070299002498572	0.3458951757706104	0.10177876714136404
97	0.33741135446900783	0.2283840189991859	0.3381208329154203	-0.31651067711983427	0.33670807774205247	0.08975012640894921
98	0.3277115203101483	0.21704263771091262	0.3287634753613658	-0.32571883178936256	0.3271153183130606	0.07763064440731425
99	0.3184608117024083	0.20604040608619362	0.31977151394302045	-0.33530640709422804	0.31892966181147747	0.06585008233417682
100	0.3097750839509059	0.1954062861470543	0.31084565714797735	-0.3439816704673751	0.30904618833485153	0.05370382202088644
101	0.29947281193152825	0.18371041625503018	0.30061714470633943	-0.3522137367772528	0.2984916094409704	0.04148288708301808
102	0.290379084131108	0.1728033744462334	0.2907203344784601	-0.36083310328980456	0.2899171199337935	0.029535121016567828
103	0.27978438954004636	0.16096247585406132	0.28124594255597823	-0.3688873759824389	0.28011055915197935	0.017416739252086463
104	0.2703053962976414	0.1498093290440889	0.2712377241342479	-0.37739103411056757	0.26976542051400115	0.005264459990308203
105	0.2594362988644075	0.13783650467648478	0.26070980531459764	-0.3851634714700162	0.25936580597923914	-0.0068819876619289
106	0.2495641956765872	0.1264357346353633	0.24992301901505098	-0.3925491674500665	0.2490875094741324	-0.01902209128697831
107	0.23845527080118442	0.11437529172968708	0.2395001998675075	-0.4005150147498217	0.23772130647536915	-0.03104368284392462
108	0.22782194272058695	0.10259068706918144	0.22881559407306237	-0.4067097656143816	0.227819365447879	-0.04327096462351525
109	0.21730880233421057	0.09081376258874727	0.21777050317381463	-0.41360441398630216	0.21761645169559987	-0.055499936334856705
110	0.20588530476764055	0.078664052513345	0.20669174319126493	-0.4204814997101958	0.20564294686245668	-0.06726425434818895
111	0.19525116023612835	0.06683705664822372	0.1960721083520059	-0.4267406263790221	0.19455090680588982	-0.07925022375691289
112	0.1835734046258751	0.054629090166484345	0.18480878900614997	-0.4332420103582658	0.1835921943367715	-0.09129010836159993
113	0.17265917049246096	0.04267385195884731	0.17323907097639352	-0.43905234487675054	0.17237937370065914	-0.10324802109023798
114	0.16081543026722456	0.03045524011166313	0.1614665595863532	-0.4443472678712676	0.16066134920437922	-0.11488984167459584
