bin	input	raw_output	compensated_output	truth_compensated
226	-0.32966271066290287	0.007749666348959575	-0.5678849594663916	-0.5681291360345805
227	-0.32005608663744495	0.03156878277604254	-0.5559943688973784	-0.5557530450728764
228	-0.310584050976296	0.05527114073426267	-0.5426640815859329	-0.5428594397129006
229	-0.30134495111955867	0.07887373656339351	-0.5296744165187923	-0.5294411271028157
230	-0.291141054209118	0.10238697811888309	-0.5153428772675294	-0.5154919429041042
231	-0.28151800425316814	0.12569490988673385	-0.5012611893565627	-0.5010068906272307
232	-0.2710244307963598	0.14873080655916807	-0.4859023128860273	-0.4859822836340849
233	-0.261032006924964	0.17164034890472205	-0.4706636639727387	-0.470415888272134
234	-0.2502383628019195	0.19411711260530298	-0.4543117034752088	-0.4543070663767178
235	-0.23991456567062003	0.21644429056351863	-0.4375307233749187	-0.4376569151573686
236	-0.22887275674191526	0.23818847855285158	-0.4208267339555897	-0.4204684022793576
237	-0.21794357561000702	0.25968426057549127	-0.402646917159535	-0.40274649377157085
238	-0.20718210869709605	0.2810167280251002	-0.3848894420848921	-0.38449827224568006
239	-0.19574740732743848	0.30145250234125903	-0.36571483071978944	-0.3657330428089444
240	-0.18473957103507813	0.3219036142942437	-0.34690125060405214	-0.3464624240033777
241	-0.1731006234578985	0.34140725876569306	-0.32673997433516017	-0.32670042111633507
242	-0.1618326847782981	0.3609519835561027	-0.3069465081718425	-0.30646347928959766
243	-0.15003579329405473	0.37941350405483165	-0.2859369357753601	-0.2857705140119227
244	-0.13856047821924883	0.39796231592733394	-0.2649271765410018	-0.2646429168177415
245	-0.12661627793704805	0.4153777632949691	-0.24353509726427108	-0.24310453433346094
246	-0.11478123401093053	0.43253403837170096	-0.22153659341252405	-0.22118161921079882
247	-0.10301980484097385	0.4496297773309502	-0.19943899292411707	-0.19890275195837942
248	-0.09091229014719251	0.4653169047986655	-0.1767882811251255	-0.17629873321956507
249	-0.07901871916734589	0.4813487439693731	-0.15402950151997646	-0.15340244663359562
250	-0.06682973162844323	0.4959483219435987	-0.13088468918741333	-0.13024869304282108
251	-0.054828206779246505	0.5109037558767225	-0.10766642155276525	-0.10687399745240245
252	-0.04261263367590376	0.5244027595207821	-0.08411038317625145	-0.08331639078954006
253	-0.030509246825273603	0.5383294355665563	-0.060529995768842826	-0.059615169124944814
254	-0.018272765689305043	0.5507673898573698	-0.036798891897020125	-0.03581063358755913
255	-0.006109072935308442	0.56366681477218	-0.013038400701698892	-0.011943814702970961
